Property ID,Building Type,Year Built,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Th50004630,Apartment,2009,2022-04-09,1,10810,799,7 out of 18,Plot Area,Area 410,Hyderabad,Unfurnished,Family,2,Contact Owner
Th50004631,Apartment,1993,2022-05-14,3,16076,1048,6 out of 12,Plot Area,Area 583,Amritsar,Unfurnished,Bachelors,3,Contact Owner
Th50004632,Apartment,1999,2022-07-07,3,18001,1325,4 out of 17,Built Area,Area 614,Mumbai,Furnished,Bachelors,1,Contact Agent
Th50004633,Apartment,2009,2022-07-02,3,7836,962,3 out of 16,Built Area,Area 652,Faridabad,Unfurnished,Bachelors,3,Contact Owner
Th50004634,Apartment,2007,2022-04-16,1,20692,1196,4 out of 12,Built Area,Area 354,Mangalore,Furnished,Family,1,Contact Agent
Th50004635,Apartment,2012,2022-06-11,2,7726,519,2 out of 10,Carpet Area,Area 786,Chandigarh,Furnished,Bachelors,3,Contact Agent
Th50004636,Apartment,2014,2022-06-27,2,3745,656,5 out of 17,Built Area,Area 240,Agra,Unfurnished,Bachelors/Family,3,Contact Agent
Th50004637,Apartment,2018,2022-05-09,2,17033,1034,9 out of 4,Plot Area,Area 668,Noida,Unfurnished,Bachelors,2,Contact Agent
Th50004638,Apartment,1995,2022-04-02,1,5362,791,8 out of 11,Built Area,Area 632,Varanasi,Unfurnished,Bachelors/Family,1,Contact Owner
Th50004639,Apartment,2005,2022-05-30,2,11737,690,2 out of 14,Built Area,Area 370,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
Th50004640,Apartment,1991,2022-06-23,1,8987,520,6 out of 11,Built Area,Area 583,Kanpur,Unfurnished,Family,2,Contact Owner
Th50004641,Apartment,2001,2022-06-06,2,8577,1122,3 out of 12,Built Area,Area 697,Jodhpur,Unfurnished,Bachelors,3,Contact Agent
Th50004642,Apartment,2019,2022-07-09,2,11580,1050,7 out of 17,Super Area,Area 527,Chandigarh,Unfurnished,Family,2,Contact Agent
Th50004643,Apartment,2009,2022-06-23,3,18253,1365,5 out of 6,Super Area,Area 204,Aurangabad,Semi-Furnished,Bachelors,3,Contact Owner
Th50004644,Apartment,1999,2022-06-24,3,16459,1167,6 out of 13,Built Area,Area 212,Ranchi,Unfurnished,Bachelors,1,Contact Agent
Th50004645,Apartment,2019,2022-06-20,1,6652,567,3 out of 4,Carpet Area,Area 403,Kanpur,Furnished,Bachelors/Family,2,Contact Agent
Th50004646,Apartment,1995,2022-06-12,3,11147,765,8 out of 10,Plot Area,Area 764,Faridabad,Unfurnished,Bachelors/Family,3,Contact Owner
Th50004647,Apartment,2017,2022-05-26,2,6495,819,6 out of 14,Carpet Area,Area 995,Hyderabad,Unfurnished,Family,2,Contact Owner
Th50004648,Apartment,2015,2022-05-23,3,13084,1368,7 out of 13,Super Area,Area 874,Aurangabad,Unfurnished,Bachelors/Family,2,Contact Owner
Th50004649,Apartment,2011,2022-04-07,3,8784,839,3 out of 17,Built Area,Area 476,Visakhapatnam,Unfurnished,Bachelors/Family,2,Contact Agent
Th50004650,Apartment,2005,2022-06-01,3,17632,1109,10 out of 16,Built Area,Area 565,Mysore,Furnished,Bachelors,3,Contact Owner
Th50004651,Apartment,2011,2022-06-06,1,10889,639,10 out of 17,Carpet Area,Area 920,Indore,Unfurnished,Family,1,Contact Owner
Th50004652,Apartment,2017,2022-07-06,2,10645,658,6 out of 10,Super Area,Area 212,Vadodara,Semi-Furnished,Family,3,Contact Owner
Th50004653,Apartment,2006,2022-05-15,2,10370,897,2 out of 16,Built Area,Area 782,Mysore,Furnished,Family,3,Contact Agent
Th50004654,Apartment,1993,2022-04-11,1,7974,1387,7 out of 18,Super Area,Area 465,Pune,Furnished,Bachelors,2,Contact Owner
Th50004655,Apartment,2010,2022-05-31,1,21271,1382,6 out of 9,Carpet Area,Area 299,Mumbai,Furnished,Bachelors,2,Contact Agent
Th50004656,Apartment,2006,2022-05-26,1,5057,847,2 out of 16,Carpet Area,Area 229,Gwalior,Unfurnished,Family,1,Contact Agent
Th50004657,Apartment,2008,2022-05-29,2,6120,805,5 out of 9,Carpet Area,Area 261,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
Th50004658,Apartment,2011,2022-06-12,1,6585,732,7 out of 18,Plot Area,Area 887,Kolkata,Furnished,Bachelors/Family,3,Contact Agent
Th50004659,Apartment,1993,2022-06-29,2,7855,1175,1 out of 4,Super Area,Area 720,Pune,Furnished,Bachelors/Family,3,Contact Owner
Th50004660,Apartment,2016,2022-06-02,2,7095,833,3 out of 9,Super Area,Area 252,Nagpur,Unfurnished,Bachelors,2,Contact Owner
Th50004661,Apartment,1991,2022-05-18,1,9441,665,8 out of 9,Plot Area,Area 693,Mumbai,Semi-Furnished,Family,2,Contact Owner
Th50004662,Apartment,1995,2022-05-30,2,10736,915,7 out of 16,Carpet Area,Area 546,Indore,Furnished,Bachelors/Family,1,Contact Agent
Th50004663,Apartment,1996,2022-04-16,2,9271,504,10 out of 13,Super Area,Area 966,Meerut,Furnished,Bachelors/Family,2,Contact Owner
Th50004664,Apartment,2014,2022-04-27,2,13627,1131,8 out of 3,Carpet Area,Area 846,Ahmedabad,Unfurnished,Bachelors,2,Contact Owner
Th50004665,Apartment,1992,2022-06-08,3,11194,623,10 out of 14,Super Area,Area 884,Visakhapatnam,Unfurnished,Bachelors/Family,1,Contact Agent
Th50004666,Apartment,2003,2022-04-06,2,13734,1060,5 out of 16,Built Area,Area 980,Ludhiana,Unfurnished,Bachelors,1,Contact Owner
Th50004667,Apartment,2008,2022-05-20,3,5513,571,1 out of 6,Super Area,Area 320,Ahmedabad,Unfurnished,Bachelors/Family,1,Contact Agent
Th50004668,Apartment,2011,2022-04-04,2,10390,1075,9 out of 19,Super Area,Area 107,Faridabad,Unfurnished,Bachelors,2,Contact Owner
Th50004669,Apartment,2020,2022-04-04,1,9590,545,7 out of 11,Carpet Area,Area 312,Ahmedabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004670,Apartment,2015,2022-04-25,2,5167,933,3 out of 11,Built Area,Area 758,Noida,Furnished,Bachelors,1,Contact Owner
Th50004671,Apartment,1991,2022-04-06,1,10008,802,6 out of 8,Super Area,Area 582,Varanasi,Unfurnished,Bachelors/Family,2,Contact Owner
Th50004672,Apartment,2002,2022-06-27,2,5267,953,5 out of 16,Built Area,Area 996,Delhi,Semi-Furnished,Family,3,Contact Agent
Th50004673,Apartment,2015,2022-04-22,1,6810,708,8 out of 9,Super Area,Area 411,Ahmedabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50004674,Apartment,2002,2022-05-03,3,5605,677,7 out of 5,Carpet Area,Area 569,Amritsar,Furnished,Bachelors/Family,1,Contact Owner
Th50004675,Apartment,2006,2022-05-13,1,19485,1024,8 out of 13,Built Area,Area 159,Coimbatore,Semi-Furnished,Family,2,Contact Owner
Th50004676,Apartment,1990,2022-04-13,3,21900,1116,6 out of 10,Carpet Area,Area 372,Meerut,Semi-Furnished,Family,1,Contact Owner
Th50004677,Apartment,2008,2022-05-30,3,12260,847,6 out of 12,Built Area,Area 853,Mangalore,Furnished,Bachelors/Family,2,Contact Agent
Th50004678,Apartment,2021,2022-05-18,3,20894,1074,1 out of 11,Carpet Area,Area 631,Kalyan-Dombivli,Unfurnished,Bachelors/Family,3,Contact Owner
Th50004679,Apartment,2017,2022-06-07,2,10700,1024,3 out of 13,Plot Area,Area 251,Ludhiana,Unfurnished,Bachelors,1,Contact Agent
Th50004680,Apartment,2012,2022-06-27,2,8200,1014,10 out of 15,Plot Area,Area 511,Meerut,Unfurnished,Bachelors,2,Contact Agent
Th50004681,Apartment,2009,2022-05-14,1,17613,886,4 out of 8,Built Area,Area 555,Nashik,Semi-Furnished,Bachelors,3,Contact Owner
Th50004682,Apartment,2011,2022-04-10,3,11544,642,4 out of 14,Plot Area,Area 729,Mysore,Unfurnished,Bachelors/Family,2,Contact Agent
Th50004683,Apartment,1990,2022-07-01,1,5048,519,5 out of 10,Plot Area,Area 565,Rajkot,Semi-Furnished,Family,2,Contact Owner
Th50004684,Apartment,1994,2022-06-15,3,7631,925,3 out of 5,Built Area,Area 326,Aurangabad,Furnished,Family,1,Contact Owner
Th50004685,Apartment,1999,2022-05-18,1,9475,1235,8 out of 17,Carpet Area,Area 972,Vijayawada,Furnished,Family,3,Contact Owner
Th50004686,Apartment,1990,2022-07-10,2,5191,1023,7 out of 11,Plot Area,Area 131,Aurangabad,Unfurnished,Bachelors,2,Contact Owner
Th50004687,Apartment,1991,2022-06-13,3,13173,1313,5 out of 14,Plot Area,Area 976,Meerut,Semi-Furnished,Bachelors,3,Contact Owner
Th50004688,Apartment,2017,2022-07-10,3,5521,887,4 out of 3,Super Area,Area 975,Lucknow,Semi-Furnished,Family,3,Contact Agent
Th50004689,Apartment,2012,2022-06-13,2,6894,903,10 out of 13,Carpet Area,Area 814,Nagpur,Furnished,Bachelors,1,Contact Owner
Th50004690,Apartment,2004,2022-05-02,1,10481,795,10 out of 17,Super Area,Area 569,Bangalore,Semi-Furnished,Family,1,Contact Owner
Th50004691,Apartment,2014,2022-05-24,1,22091,1134,7 out of 10,Plot Area,Area 397,Nagpur,Semi-Furnished,Bachelors,3,Contact Owner
Th50004692,Apartment,2002,2022-05-15,3,22161,1127,4 out of 7,Super Area,Area 306,Patna,Furnished,Family,2,Contact Agent
Th50004693,Apartment,2000,2022-05-20,3,16084,891,5 out of 6,Built Area,Area 424,Delhi,Unfurnished,Bachelors,1,Contact Owner
Th50004694,Apartment,1998,2022-06-27,3,6364,968,7 out of 13,Super Area,Area 321,Indore,Furnished,Family,3,Contact Owner
Th50004695,Apartment,1995,2022-05-05,1,7085,975,8 out of 18,Plot Area,Area 516,Surat,Furnished,Bachelors,3,Contact Agent
Th50004696,Apartment,2002,2022-05-30,1,13832,724,6 out of 8,Super Area,Area 160,Faridabad,Unfurnished,Bachelors,3,Contact Owner
Th50004697,Apartment,2018,2022-07-05,3,10014,868,3 out of 13,Carpet Area,Area 660,Ludhiana,Semi-Furnished,Bachelors,1,Contact Owner
Th50004698,Apartment,1998,2022-04-26,1,7208,725,8 out of 14,Plot Area,Area 386,Bangalore,Furnished,Family,3,Contact Owner
Th50004699,Apartment,2021,2022-04-11,2,6997,940,5 out of 8,Super Area,Area 597,Visakhapatnam,Semi-Furnished,Bachelors,3,Contact Owner
Th50004700,Apartment,1996,2022-06-19,3,8332,836,3 out of 9,Carpet Area,Area 663,Vijayawada,Unfurnished,Bachelors/Family,2,Contact Owner
Th50004701,Apartment,2009,2022-06-10,1,11826,716,5 out of 15,Super Area,Area 182,Faridabad,Furnished,Family,2,Contact Owner
Th50004702,Apartment,2015,2022-04-14,1,6740,1271,4 out of 5,Carpet Area,Area 754,Ghaziabad,Unfurnished,Bachelors/Family,3,Contact Owner
Th50004703,Apartment,2008,2022-06-07,2,14146,741,4 out of 12,Super Area,Area 290,Vadodara,Semi-Furnished,Family,1,Contact Owner
Th50004704,Apartment,2010,2022-07-09,2,21650,1334,7 out of 8,Plot Area,Area 764,Ludhiana,Unfurnished,Bachelors,3,Contact Owner
Th50004705,Apartment,2021,2022-05-20,3,9834,631,3 out of 11,Super Area,Area 757,Agra,Semi-Furnished,Family,1,Contact Owner
Th50004706,Apartment,1993,2022-05-20,1,6150,713,5 out of 8,Carpet Area,Area 963,Chandigarh,Furnished,Bachelors,1,Contact Owner
Th50004707,Apartment,2004,2022-06-09,3,9611,933,8 out of 16,Built Area,Area 988,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004708,Apartment,2012,2022-05-28,2,10169,1209,3 out of 10,Carpet Area,Area 615,Bhopal,Furnished,Bachelors,3,Contact Agent
Th50004709,Apartment,1994,2022-05-24,2,15566,1043,3 out of 5,Super Area,Area 554,Kanpur,Furnished,Family,1,Contact Owner
Th50004710,Apartment,2016,2022-07-10,2,9867,514,2 out of 20,Carpet Area,Area 721,Aurangabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50004711,Apartment,1990,2022-06-28,1,3180,582,6 out of 4,Built Area,Area 722,Coimbatore,Furnished,Bachelors,1,Contact Owner
Th50004712,Apartment,2012,2022-06-06,3,6649,660,3 out of 18,Super Area,Area 492,Chandigarh,Furnished,Bachelors/Family,2,Contact Agent
Th50004713,Apartment,2012,2022-04-02,1,11970,1021,8 out of 16,Built Area,Area 529,Ahmedabad,Furnished,Bachelors,1,Contact Agent
Th50004714,Apartment,2021,2022-05-19,1,16363,964,6 out of 6,Plot Area,Area 313,Mumbai,Furnished,Family,2,Contact Agent
Th50004715,Apartment,1994,2022-05-21,2,9039,838,10 out of 17,Built Area,Area 220,Rajkot,Semi-Furnished,Bachelors,3,Contact Agent
Th50004716,Apartment,1994,2022-05-21,3,4839,757,7 out of 7,Built Area,Area 879,Kalyan-Dombivli,Furnished,Family,3,Contact Agent
Th50004717,Apartment,2006,2022-07-07,3,6493,1228,3 out of 5,Carpet Area,Area 313,Mumbai,Semi-Furnished,Family,3,Contact Agent
Th50004718,Apartment,2004,2022-06-16,2,8531,954,1 out of 10,Super Area,Area 141,Visakhapatnam,Unfurnished,Bachelors/Family,3,Contact Agent
Th50004719,Apartment,2012,2022-05-25,1,16532,1017,5 out of 8,Carpet Area,Area 851,Kanpur,Unfurnished,Family,2,Contact Agent
Th50004720,Apartment,1996,2022-04-20,2,2914,537,4 out of 4,Built Area,Area 363,Mysore,Unfurnished,Bachelors,2,Contact Agent
Th50004721,Apartment,2017,2022-05-29,2,9241,1243,2 out of 13,Super Area,Area 806,Varanasi,Unfurnished,Bachelors/Family,1,Contact Owner
Th50004722,Apartment,2015,2022-05-20,2,10625,917,3 out of 9,Plot Area,Area 981,Ranchi,Unfurnished,Bachelors/Family,3,Contact Agent
Th50004723,Apartment,2004,2022-04-29,1,17647,1216,3 out of 19,Built Area,Area 729,Chennai,Furnished,Bachelors/Family,3,Contact Owner
Th50004724,Apartment,2005,2022-04-17,3,15980,1183,3 out of 20,Built Area,Area 147,Agra,Furnished,Family,1,Contact Agent
Th50004725,Apartment,2018,2022-06-27,2,3811,502,5 out of 17,Carpet Area,Area 915,Ludhiana,Furnished,Family,1,Contact Agent
Th50004726,Apartment,2010,2022-05-04,1,19503,1099,10 out of 8,Carpet Area,Area 235,Aurangabad,Unfurnished,Bachelors/Family,2,Contact Owner
Th50004727,Apartment,2006,2022-05-19,2,25681,1300,10 out of 9,Carpet Area,Area 473,Bhopal,Furnished,Bachelors/Family,1,Contact Agent
Th50004728,Apartment,2018,2022-04-07,3,17221,1143,3 out of 15,Super Area,Area 546,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004729,Apartment,2020,2022-04-17,2,16403,938,7 out of 19,Super Area,Area 897,Chandigarh,Unfurnished,Bachelors,3,Contact Agent
Th50004730,Apartment,2010,2022-05-29,3,10511,882,8 out of 20,Carpet Area,Area 686,Kalyan-Dombivli,Semi-Furnished,Bachelors,3,Contact Agent
Th50004731,Apartment,1995,2022-06-09,1,5737,641,7 out of 12,Built Area,Area 509,Kalyan-Dombivli,Furnished,Family,3,Contact Agent
Th50004732,Apartment,2020,2022-04-07,1,12620,896,7 out of 6,Built Area,Area 305,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50004733,Apartment,2008,2022-05-14,1,13356,1232,2 out of 4,Carpet Area,Area 598,Bangalore,Furnished,Bachelors,2,Contact Agent
Th50004734,Apartment,2001,2022-04-02,1,13863,958,8 out of 15,Plot Area,Area 382,Bangalore,Semi-Furnished,Family,3,Contact Owner
Th50004735,Apartment,2002,2022-06-11,1,18003,1168,2 out of 17,Built Area,Area 651,Surat,Semi-Furnished,Family,1,Contact Owner
Th50004736,Apartment,2007,2022-05-26,2,4968,595,7 out of 14,Super Area,Area 357,Ghaziabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50004737,Apartment,2020,2022-05-11,2,23751,1200,2 out of 5,Plot Area,Area 115,Navi Mumbai,Unfurnished,Bachelors,3,Contact Agent
Th50004738,Apartment,1999,2022-05-16,3,18948,986,1 out of 16,Plot Area,Area 988,Noida,Semi-Furnished,Family,1,Contact Agent
Th50004739,Apartment,2015,2022-04-14,3,6805,1084,2 out of 15,Built Area,Area 203,Thane,Furnished,Bachelors/Family,2,Contact Owner
Th50004740,Apartment,2007,2022-05-06,2,6436,697,1 out of 8,Carpet Area,Area 876,Kalyan-Dombivli,Furnished,Bachelors/Family,2,Contact Owner
Th50004741,Apartment,2009,2022-04-18,1,15602,1196,3 out of 13,Plot Area,Area 596,Varanasi,Semi-Furnished,Family,1,Contact Owner
Th50004742,Apartment,2007,2022-04-18,2,10836,1359,1 out of 7,Plot Area,Area 782,Surat,Unfurnished,Bachelors,1,Contact Agent
Th50004743,Apartment,1998,2022-06-25,2,23312,1245,10 out of 19,Plot Area,Area 835,Ludhiana,Unfurnished,Family,1,Contact Owner
Th50004744,Apartment,2014,2022-04-18,2,9353,553,3 out of 6,Super Area,Area 456,Meerut,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50004745,Apartment,2016,2022-06-08,1,11893,1082,9 out of 9,Plot Area,Area 207,Ludhiana,Unfurnished,Bachelors/Family,1,Contact Owner
Th50004746,Apartment,2005,2022-04-24,3,6887,508,9 out of 12,Plot Area,Area 704,Mangalore,Furnished,Family,1,Contact Owner
Th50004747,Apartment,1995,2022-04-05,3,10605,659,3 out of 20,Plot Area,Area 994,Varanasi,Unfurnished,Family,1,Contact Agent
Th50004748,Apartment,2000,2022-07-08,2,13190,1396,6 out of 18,Built Area,Area 123,Agra,Unfurnished,Bachelors,3,Contact Agent
Th50004749,Apartment,2001,2022-04-23,2,15418,1216,5 out of 13,Built Area,Area 670,Ghaziabad,Semi-Furnished,Family,1,Contact Owner
Th50004750,Apartment,2001,2022-05-01,2,15142,959,10 out of 12,Carpet Area,Area 553,Mysore,Furnished,Bachelors,3,Contact Agent
Th50004751,Apartment,2002,2022-06-03,1,12885,1139,10 out of 10,Carpet Area,Area 315,Mysore,Unfurnished,Bachelors/Family,2,Contact Agent
Th50004752,Apartment,2010,2022-04-07,2,12179,773,4 out of 12,Built Area,Area 311,Ghaziabad,Furnished,Family,1,Contact Agent
Th50004753,Apartment,2002,2022-06-18,2,7353,739,1 out of 4,Plot Area,Area 607,Indore,Semi-Furnished,Bachelors,1,Contact Agent
Th50004754,Apartment,1996,2022-05-29,3,13799,1335,6 out of 14,Plot Area,Area 984,Meerut,Semi-Furnished,Family,2,Contact Owner
Th50004755,Apartment,2021,2022-04-24,2,7086,1127,10 out of 5,Super Area,Area 943,Vijayawada,Unfurnished,Bachelors,2,Contact Agent
Th50004756,Apartment,2006,2022-06-21,3,5097,961,10 out of 7,Plot Area,Area 676,Vijayawada,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50004757,Apartment,2013,2022-07-01,1,5063,518,8 out of 20,Plot Area,Area 367,Kolkata,Furnished,Bachelors,3,Contact Agent
Th50004758,Apartment,2019,2022-05-05,1,11831,769,7 out of 8,Built Area,Area 890,Jodhpur,Semi-Furnished,Bachelors,1,Contact Agent
Th50004759,Apartment,2007,2022-05-30,3,12171,1103,4 out of 7,Built Area,Area 846,Patna,Semi-Furnished,Bachelors,3,Contact Owner
Th50004760,Apartment,2010,2022-05-29,3,5625,573,4 out of 7,Carpet Area,Area 120,Ahmedabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004761,Apartment,2007,2022-06-05,1,7001,642,10 out of 13,Super Area,Area 857,Mysore,Furnished,Bachelors,2,Contact Agent
Th50004762,Apartment,2007,2022-05-16,1,7841,977,10 out of 20,Super Area,Area 263,Visakhapatnam,Semi-Furnished,Family,1,Contact Owner
Th50004763,Apartment,2006,2022-06-05,1,16461,1248,6 out of 7,Plot Area,Area 187,Mangalore,Unfurnished,Bachelors,2,Contact Agent
Th50004764,Apartment,2004,2022-04-02,3,11552,1097,9 out of 20,Carpet Area,Area 432,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
Th50004765,Apartment,1992,2022-04-26,1,21177,1125,10 out of 12,Super Area,Area 536,Navi Mumbai,Unfurnished,Bachelors,1,Contact Owner
Th50004766,Apartment,2007,2022-05-12,3,14489,776,3 out of 17,Built Area,Area 155,Kalyan-Dombivli,Semi-Furnished,Bachelors,1,Contact Owner
Th50004767,Apartment,2014,2022-06-02,1,13885,915,4 out of 11,Super Area,Area 263,Mysore,Furnished,Bachelors,3,Contact Owner
Th50004768,Apartment,1992,2022-06-06,3,7273,1313,9 out of 17,Built Area,Area 250,Nashik,Unfurnished,Bachelors/Family,3,Contact Agent
Th50004769,Apartment,2000,2022-04-27,3,17794,960,3 out of 15,Carpet Area,Area 856,Thane,Furnished,Family,2,Contact Agent
Th50004770,Apartment,2021,2022-06-01,2,10858,769,7 out of 20,Plot Area,Area 743,Rajkot,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004771,Apartment,2004,2022-04-22,3,8864,1147,9 out of 5,Super Area,Area 955,Aurangabad,Semi-Furnished,Bachelors,1,Contact Agent
Th50004772,Apartment,2003,2022-05-11,3,9799,846,4 out of 18,Super Area,Area 627,Coimbatore,Furnished,Bachelors/Family,3,Contact Agent
Th50004773,Apartment,2000,2022-05-11,1,13282,736,3 out of 18,Carpet Area,Area 646,Surat,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50004774,Apartment,2006,2022-04-28,2,12600,1147,6 out of 14,Plot Area,Area 800,Agra,Semi-Furnished,Family,2,Contact Agent
Th50004775,Apartment,2019,2022-05-07,3,19291,1300,6 out of 4,Super Area,Area 467,Kolkata,Semi-Furnished,Family,1,Contact Owner
Th50004776,Apartment,2003,2022-04-16,1,15494,1299,2 out of 11,Super Area,Area 142,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
Th50004777,Apartment,2016,2022-05-26,3,14248,1106,3 out of 16,Built Area,Area 840,Kanpur,Unfurnished,Bachelors/Family,2,Contact Agent
Th50004778,Apartment,2014,2022-05-07,3,8707,905,2 out of 3,Super Area,Area 282,Rajkot,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50004779,Apartment,2010,2022-04-21,1,8314,593,5 out of 5,Carpet Area,Area 706,Patna,Semi-Furnished,Family,2,Contact Owner
Th50004780,Apartment,2014,2022-04-19,2,9824,522,7 out of 16,Super Area,Area 704,Navi Mumbai,Furnished,Bachelors,1,Contact Owner
Th50004781,Apartment,2012,2022-04-10,2,25958,1305,1 out of 15,Plot Area,Area 912,Agra,Unfurnished,Family,1,Contact Agent
Th50004782,Apartment,2009,2022-04-28,2,4918,725,7 out of 4,Super Area,Area 544,Ahmedabad,Semi-Furnished,Family,1,Contact Agent
Th50004783,Apartment,2017,2022-06-06,1,15775,917,4 out of 7,Built Area,Area 286,Nashik,Semi-Furnished,Bachelors,3,Contact Owner
Th50004784,Apartment,1991,2022-06-24,3,19133,1177,6 out of 15,Carpet Area,Area 842,Patna,Semi-Furnished,Family,2,Contact Owner
Th50004785,Apartment,2019,2022-05-19,2,20578,1036,2 out of 6,Super Area,Area 832,Vijayawada,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50004786,Apartment,1995,2022-05-02,1,11184,674,10 out of 15,Plot Area,Area 993,Navi Mumbai,Unfurnished,Bachelors,1,Contact Owner
Th50004787,Apartment,1999,2022-06-03,3,23325,1324,6 out of 5,Carpet Area,Area 155,Amritsar,Unfurnished,Family,1,Contact Owner
Th50004788,Apartment,2016,2022-06-29,3,19115,1236,8 out of 18,Carpet Area,Area 471,Noida,Furnished,Bachelors/Family,3,Contact Agent
Th50004789,Apartment,2001,2022-06-09,2,14572,1291,8 out of 5,Carpet Area,Area 673,Nashik,Furnished,Bachelors/Family,1,Contact Agent
Th50004790,Apartment,2017,2022-04-15,2,14571,733,1 out of 10,Carpet Area,Area 267,Kalyan-Dombivli,Unfurnished,Family,1,Contact Owner
Th50004791,Apartment,1997,2022-06-18,3,6093,662,9 out of 13,Built Area,Area 371,Faridabad,Semi-Furnished,Family,1,Contact Owner
Th50004792,Apartment,2005,2022-04-24,1,10384,1090,6 out of 20,Built Area,Area 449,Ghaziabad,Furnished,Bachelors,1,Contact Owner
